ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
570052000,935 BELMONT AVE ,434815,15161704
25A181000,147 BROOKWOOD DR ,242700,15161530
540137160,210 10TH ST NE 16,557100,15161098
25A177000,155 BROOKWOOD DR ,252100,15161513
330001509,511 1ST ST N 509,150588,15161311
540137401,210 10TH ST NE 40,1094200,15161119
510023000,801 LOCUST AVE ,749700,15161223
230094110,515 HANOVER ST ,290800,15161491
21B016460,128 OLD FIFTH CIR ,241600,15161555
180039300,106 SUNSET AVE ,233900,15161742
160129810,1800 JEFFERSON PARK AVE 805,195900,15160975
540137410,210 10TH ST NE 41,730700,15161120
2801283A0,105 MONTICELLO AVE 301,299000,15161543
220020000,407-A VALLEY RD EXT ,165400,15161076
160129740,1800 JEFFERSON PARK AVE 710,129300,15161003
330001208,511 1ST ST N 208,142040,15161259
160129970,1800 JEFFERSON PARK AVE 909,132200,15160971
2900672B0,215 5TH ST SW 2B,254000,15161192
020058000,908 ROSSER LN ,436200,15161690
590361300,709 PALATINE AVE ,248900,15161337
25A039000,926 RAYMOND RD ,163000,15161131
25A039100,0 RAYMOND RD ,43700,15161132
230094200,512 PATON ST ,246700,15161493
040303430,1309 WERTLAND ST D-11,156700,15161401
540137800,1001 E MARKET ST 8,228900,15161090
25A171000,167 BROOKWOOD DR ,240700,15161502
230094300,508 PATON ST ,234900,15161492
190026000,2616 JEFFERSON PARK CIR ,531300,15161769
190035200,2705 MCELROY DR ,260500,15161814
190035600,2715 MCELROY DR ,246200,15161818
530054302,408 E MARKET ST 302,560600,15161360
160129640,1800 JEFFERSON PARK AVE 612,150800,15161053
17A004000,124 SUMMIT ST A&B,534000,15161580
330001609,511 1ST ST N 609,142040,15161325
190037150,408 MOBILE LN ,181800,15161905
320132000,608 BROWN ST ,254100,15161634
55A088690,116 RIVERBLUFF CIR ,127000,15161471
330001501,511 1ST ST N 501,201200,15161303
25A179000,151 BROOKWOOD DR ,247100,15161515
020056000,900 ROSSER LN ,677032,15161693
330001303,511 1ST ST N 303,170440,15161299
190034240,221 OLD LYNCHBURG RD ,265100,15161847
330001101,511 1ST ST N 101,213492,15161276
220020100,407 VALLEY RD EXT B,163100,15161075
160129270,1800 JEFFERSON PARK AVE 311,143900,15161022
160129210,1800 JEFFERSON PARK AVE 305,150700,15161028
160129260,1800 JEFFERSON PARK AVE 310,121200,15161021
160129520,1800 JEFFERSON PARK AVE 512,148300,15160977
270100000,505 STONEHENGE AVE ,220800,15161495
2900672C0,215 5TH ST SW 2C,278100,15161191
530054106,408 E MARKET ST 106,132400,15161354
2900671D0,215 5TH ST SW 1D,209100,15161189
160128430,1800 JEFFERSON PARK AVE 43,121300,15160929
190035320,2740 MCELROY DR ,214900,15161893
320144100,211 CREAM ST ,1700,15161170
540137240,210 10TH ST NE 24,584400,15161104
190035270,2751 MCELROY DR ,220500,15161840
190006000,2705 ETON RD ,388400,15161791
2900673D0,215 5TH ST SW 3D,209100,15161184
260034000,214-216 HARTMAN'S MILL RD ,128500,15161456
530054206,408 E MARKET ST 206,180800,15161356
530054208,408 E MARKET ST 208,245100,15161358
570044000,901 BELMONT AVE ,518500,15161706
570044100,0 MERIDIAN ST ,90200,15161707
320175000,503 W MAIN ST ,1074297,15161642
320176000,501 W MAIN ST ,832479,15161643
320177000,425 W MAIN ST ,517098,15161644
040303700,1303 WERTLAND ST A-7,136700,15161430
55A08862A,118 RIVERBLUFF CIR ,402300,15161461
190034700,2708 MCELROY DR A&B,229200,15161809
280111000,200 GARRETT ST ,1000,15161549
540137500,1001 E MARKET ST 5,228900,15161087
330001410,511 1ST ST N 410,150588,15161302
160129999,1800 JEFFERSON PARK AVE 912,161600,15160963
560077000,1417 VINE ST ,192200,15161694
540137150,210 10TH ST NE 15,484200,15161097
040270000,1115 PAGE ST ,226100,15161445
330001307,511 1ST ST N 307,181080,15161267
160129950,1800 JEFFERSON PARK AVE 907,161600,15160995
160129690,1800 JEFFERSON PARK AVE 705,192400,15160983
55A088630,104 RIVERBLUFF CIR ,381700,15161460
160130180,1800 JEFFERSON PARK AVE 90,122600,15160949
160129150,1800 JEFFERSON PARK AVE 211,143900,15161036
160128470,1800 JEFFERSON PARK AVE 47,91900,15160933
25A041AA0,0 5TH ST SW ,0,15161588
330001214,511 1ST ST N 214,207660,15161261
25A178000,153 BROOKWOOD DR ,249600,15161514
160129400,1800 JEFFERSON PARK AVE 112,112000,15160992
160129300,1800 JEFFERSON PARK AVE 111,112000,15161024
25A175000,159 BROOKWOOD DR ,267200,15161506
190001000,2627 JEFFERSON PARK CIR ,428000,15161787
530112500,619 E HIGH ST 5,529400,15161134
55A088616,127 RIVERBLUFF CIR ,490500,15161457
160129820,1800 JEFFERSON PARK AVE 806,160000,15160976
160130210,1800 JEFFERSON PARK AVE 93,122600,15160948
160129460,1800 JEFFERSON PARK AVE 506,148200,15160984
160129J00,1800 JEFFERSON PARK AVE 1010,363800,15160962
330001506,511 1ST ST N 506,150696,15161308
330001411,511 1ST ST N 411,150588,15161291
190034180,2730 MCELROY DR ,228520,15161834
190034160,2726 MCELROY DR ,262648,15161832
330001605,511 1ST ST N 605,181080,15161321
230094101,511 HANOVER ST ,344000,15161490
530072A00,110 5TH ST SE A,278500,15161147
330001607,511 1ST ST N 607,181080,15161323
220021A00,409-A VALLEY RD EXT ,163100,15161244
160130150,1800 JEFFERSON PARK AVE 87,136600,15160937
320114000,215 5TH ST NW ,336764,15161653
160129840,1800 JEFFERSON PARK AVE 808,160100,15161006
530054307,408 E MARKET ST 307,577600,15161365
530054308,408 E MARKET ST 308,505700,15161366
18A125000,212 HUNTLEY AVE ,359300,15161447
22B161200,554 CLEVELAND AVE ,167700,15161253
200087000,2505 WOODLAND DR ,192600,15161728
280099000,204 W SOUTH ST ,1219043,15163109
280100000,200 W SOUTH ST ,1833562,15163111
540158000,207 12TH ST NE ,902000,15163298
580282000,205 MONTICELLO RD ,111698,15163103
070001110,0 IVY RD ,1400,15163056
280143000,204 RIDGE ST ,338700,15163188
280143001, GARRETT ST ,126600,15163189
530039000,410 E HIGH ST ,7907000,15163346
41B012000,2036 INDIA RD ,18416700,15163155
41B012001, INDIA RD ,2638200,15163156
560085U00,511 NASSAU ST ,196300,15162981
560085E00,1411 MIDLAND ST ,184800,15162920
560008100,128 CARLTON RD ,914500,15163052
560085T00,513 NASSAU ST ,186800,15162972
560113000,123 FRANKLIN ST ,150400,15162984
290266AA0,0 ELLIOTT AVE ,80300,15162966
290266000,0 ELLIOTT AVE ,100,15162983
310555000,0 UNKNOWN ,0,15162990
320555000,0 UNKNOWN ,0,15162991
280555000,0 UNKNOWN ,0,15162992
43B555000,0 UNKNOWN ,0,15162993
460555000,0 UNKNOWN ,0,15162994
580555000,0 UNKNOWN ,0,15163015
080555000,0 UNKNOWN ,0,15162998
350555000,0 UNKNOWN ,0,15162999
340555000,0 UNKNOWN ,0,15163000
090555000,0 UNKNOWN ,0,15163001
450555000,0 UNKNOWN ,0,15163004
430555000,0 UNKNOWN ,0,15163005
440555000,0 UNKNOWN ,0,15163006
160555000,0 UNKNOWN ,0,15163007
43C555000,0 UNKNOWN ,0,15162995
43A555000,0 UNKNOWN ,0,15162997
170555000,0 UNKNOWN ,0,15163010
18A555000,0 UNKNOWN ,0,15163011
290555000,0 UNKNOWN ,0,15163012
530555000,0 UNKNOWN ,0,15163014
300555000,840 W MAIN ST ,0,15163002
100555000,0 UNKNOWN ,0,15163003
540555000,0 UNKNOWN ,0,15163016
570555000,0 UNKNOWN ,0,15163017
560555000,0 UNKNOWN ,0,15163018
17A555000,0 UNKNOWN ,0,15163019
210555000,0 UNKNOWN ,0,15163008
180555000,0 UNKNOWN ,0,15163009
340090200,1739-1751 ALLIED ST ,2388800,15163422
330020001, 3RD ST NE ,161700,15163310
330020000,500 2ND ST NE ,764700,15163311
570142000,1101 CHERRY ST ,179900,15163186
570142001, CHERRY ST ,77400,15163187
21A131100,103 LONGWOOD DR F,259500,15163320
290149000,529 RIDGE ST ,45200,15163174
290147000,0 RIDGE ST ,48700,15163175
290146000,523 RIDGE ST ,51400,15163178
290070200,0 5TH ST SW ,83900,15163013
560085V00,509 NASSAU ST ,185500,15162982
570157B00,0 WATER ST ,1000,15163067
570157003,1051 E WATER ST ,60000,15163068
570157004,1053 E WATER ST ,60000,15163069
570157005,1055 E WATER ST ,60000,15163070
570157006,1057 E WATER ST ,60000,15163071
570157007,1059 E WATER ST ,60000,15163072
570157017,1085 E WATER ST ,60000,15163082
570157020,0 WATER ST ,60000,15163085
570157021,0 WATER ST ,60000,15163086
570157022,0 WATER ST ,60000,15163087
570157023,0 WATER ST ,60000,15163088
570157024,0 WATER ST ,60000,15163089
570157A00,0 WATER ST ,1000,15163154
570157002,1049 E WATER ST ,60000,15163296
570157008,1061 E WATER ST ,60000,15163073
570157010,1065 E WATER ST ,60000,15163075
180060100, SUNSET AVE ,2400,15162924
580125000,0 MONTICELLO RD ,22100,15162931
4902298A0, RIVER CT ,1100,15162940
22B350A00,0 CHERRY AVE-SHAMROCK RD ,32200,15163090
190080000,398 OLD LYNCHBURG RD ,502900,15163160
260087001, ROUGEMONT AVE ,8680,15163183
530091LM0,102-104 5TH ST NE ,120600,15163234
260045001,0 BAYLOR LN ,0,15163238
260045000,0 BAYLOR LN ,136600,15163239
250047000,0 5TH ST SW ,20100,15163333
340079000,729 NORTHWOOD AVE ,1076567,15163300
21A099400,510 MOSELEY DR ,212175,15163329
6002522H0,343 QUARRY RD ,275300,15163131
530059000,401-07 E MAIN ST ,1984365,15163342
25A195000,1046 5TH ST SW ,213600,15163137
6002522P0,353 QUARRY RD ,280300,15163118
570145B10,215 SPRUCE ST ,298100,15163185
560085C00,1407 MIDLAND ST ,196700,15162917
200262100,122-B LONGWOOD DR ,144475,15163432
6002522L0,361 QUARRY RD ,307600,15163114
210092100,111-B HAMMOND ST ,178600,15162932
530060000,411-13 E MAIN ST ,1156184,15163341
25A191000,144 BROOKWOOD DR ,244500,15163145
6002522S0,347 QUARRY RD ,372800,15163121
560085F00,1413 MIDLAND ST ,189900,15162919
250007000, 5TH ST SW ,620300,15163349
250007001, 5TH ST SW ,0,15163350
250007002, 5TH ST SW ,0,15163351
250007003, 5TH ST SW ,0,15163352
250007004, 5TH ST SW ,0,15163353
250007005, 5TH ST SW ,0,15163354
250007009, 5TH ST SW ,0,15163358
250007010, 5TH ST SW ,0,15163359
250007011, 5TH ST SW ,0,15163360
250007012, 5TH ST SW ,0,15163361
250007013, 5TH ST SW ,0,15163362
250007014, 5TH ST SW ,0,15163363
250007006, 5TH ST SW ,0,15163355
250007007, 5TH ST SW ,0,15163356
250007008, 5TH ST SW ,0,15163357
560085S00,515 NASSAU ST ,193300,15162971
190010001, ETON RD ,173600,15163091
21A096000,210 HARRIS RD ,188900,15163328
2100923A0,107-A HAMMOND ST ,176000,15162937
530062000,419-421 E MAIN ST ,699827,15163339
170070000,2300 FONTAINE AVE ,412200,15163380
560043000,0 CARLTON AVE ,987900,15163021
560109000,1518 E MARKET ST ,1502200,15162985
560100000,702 FRANKLIN ST ,87600,15163100
25A185000,139 BROOKWOOD DR ,243500,15163140
290270000,524 RIDGE ST ,283700,15162963
6002522AA,321 QUARRY RD ,319500,15163129
48A041F00,115 MEGAN CT ,244900,15163191
48A041A00,101 MEGAN CT ,390000,15163192
48A041E00,111 MEGAN CT ,314000,15163193
48A041D00,107 MEGAN CT ,311400,15163194
48A041C00,105 MEGAN CT ,336100,15163195
2100921A0,111-A HAMMOND ST ,185300,15162933
2100922A0,109-A HAMMOND ST ,170400,15162935
280080100,214 WEST WATER ST ,729846,15163153
6002522Z0,323 QUARRY RD ,294000,15163128
42C047000,2511 KERRY LN ,324400,15162986
030090100,1110 PRESTON AVE ,59500,15162941
490229800,1117 RIVER CT ,210800,15162939
260016001, 1ST ST S ,45000,15163040
540120000,1010 LITTLE HIGH ST ,1704800,15162967
2800371C0,221 E WATER ST ,902465,15163299
560105000,720 FRANKLIN ST ,125000,15163095
48A041AA0,0 HOLMES AVE ,0,15163181
280016000,118-120 W MAIN ST ,100,15163057
280016003,118 W MAIN ST C,303600,15163060
280016005,118 W MAIN ST E,353400,15163061
280016004,118 W MAIN ST D,260200,15163062
280016006,118 W MAIN ST F,343800,15163063
280016008,118 W MAIN ST H,137900,15163065
280016009,118 W MAIN ST I,119000,15163066
21A099500,512 MOSELEY DR ,283200,15163157
6002522Q0,351 QUARRY RD ,280300,15163119
530091LE0,505 E MAIN ST ,66650,15163235
530091LG0,513 E MAIN ST ,258484,15163236
530091LC0,110 5TH ST NE ,63674,15163237
350049000,700 ROSE HILL DR ,366900,15163112
030060120,121 ROBINSON WOODS ,689736,15163051
560085I00,1418 SUNRISE PARK LN ,186800,15162974
560101000,706 FRANKLIN ST ,118500,15163098
560101B00,600 MASON ST ,193900,15163099
6002522M0,359 QUARRY RD ,280300,15163115
350047000,704 ROSE HILL DR ,369093,15163113
6002522I0,341 QUARRY RD ,275300,15163132
450004000,0 HILLCREST RD ,42500,15163302
450003000,0 MCINTIRE RD ,42500,15163303
450026000,0 HILLCREST RD ,62700,15163304
560085D00,1409 MIDLAND ST ,186400,15162918
530055L00,400-402 E MARKET ST ,159800,15163331
530055000,400-402 E MARKET ST ,1270598,15163332
290272000,518 RIDGE ST ,587000,15162961
290271000,522 RIDGE ST ,694300,15162962
25A182000,145 BROOKWOOD DR ,252500,15163143
25A194000,1048 5TH ST SW ,213600,15163136
22B341000,1051 5TH ST SW ,116500,15163146
560086000,1102 CARLTON AVE ,327000,15162922
500056000,809 WARD AVE ,175500,15163305
200261000,120 LONGWOOD DR ,60100,15163423
200261100, LONGWOOD DR ,0,15163424
200264300,126 LONGWOOD DR C,23900,15163425
200264200,126 LONGWOOD DR B,23900,15163428
200264100,126 LONGWOOD DR A,23900,15163429
200271200,135 LONGWOOD DR ,24000,15163434
200270100,145 LONGWOOD DR ,23900,15163440
200266300,134 LONGWOOD DR ,23900,15163454
200271300,133 LONGWOOD DR ,24000,15163435
200271100,137 LONGWOOD DR ,24000,15163436
200270400,139 LONGWOOD DR ,23900,15163437
200270300,141 LONGWOOD DR ,23900,15163438
200270200,143 LONGWOOD DR ,23900,15163439
200266200,132 LONGWOOD DR ,23900,15163455
200267200,140 LONGWOOD DR ,23900,15163449
200267300,142 LONGWOOD DR ,23900,15163450
200267400,144 LONGWOOD DR ,23900,15163451
200267100,138 LONGWOOD DR ,23900,15163452
200266400,136 LONGWOOD DR ,23900,15163453
200265000,128-A LONGWOOD DR ,151575,15163427
200263100,124-B LONGWOOD DR ,113075,15163430
21A130400,101 LONGWOOD DR C,248200,15163316
200265100,128-B LONGWOOD DR ,152675,15163426
200263000,124-A LONGWOOD DR ,113075,15163431
21A140100,114-B LONGWOOD DR ,147500,15163433
21A146300,102 LONGWOOD DR C,234900,15163325
290267000,528 RIDGE ST ,291900,15162960
25A193000,1050 5TH ST SW ,213600,15163135
21A130300,101 LONGWOOD DR D,245800,15163317
200268400,156 LONGWOOD DR ,23900,15163445
5701231A0, LEONARD ST ,0,15163376
570123100,1128 LEONARD ST ,181600,15163377
110080000,502 VALLEY RD ,80600,15163308
110079000,506 VALLEY RD ,304200,15163309
100060000,1204 W MAIN ST ,115421137,15163335
290269000,526 RIDGE ST ,324800,15162964
6002522Y0,325 QUARRY RD ,280400,15163127
590379000,0 RIALTO ST ,100,15163024
590379001,1602 RIALTO ST ,30300,15163025
590379006,1612 RIALTO ST ,30300,15163026
590379008,1616 RIALTO ST ,30300,15163028
590379009,1618 RIALTO ST ,30300,15163029
590379011,1622 RIALTO ST ,30300,15163031
590379012,1624 RIALTO ST ,30300,15163032
590379013,1626 RIALTO ST ,30300,15163033
590379014,1628 RIALTO ST ,30300,15163034
590379015,1630 RIALTO ST ,30300,15163035
590379016,1632 RIALTO ST ,30300,15163036
590379010,1620 RIALTO ST ,30300,15163030
590379017,1634 RIALTO ST ,30300,15163037
590379018,1636 RIALTO ST ,30300,15163038
590379019,1638 RIALTO ST ,30800,15163039
590379002,1604 RIALTO ST ,30300,15163197
590379005,1610 RIALTO ST ,30300,15163199
520185200,0 PARK LN E ,29000,15163334
6002522X0,327 QUARRY RD ,280400,15163126
560101A00,708 FRANKLIN ST ,314700,15163097
500057000,807 WARD AVE ,179124,15163307
21A130200,101 LONGWOOD DR E,245800,15163318
560106000,722 FRANKLIN ST ,151480,15163094
540033000,1128 E HIGH ST ,520500,15163295
21A131600,103 LONGWOOD DR A,259400,15163319
280098000,208 W SOUTH ST ,839500,15163110
290266009,209 BURNET ST ,80300,15162952
290266012,221 BURNET ST ,64200,15162958
290266013,225 BURNET ST ,64200,15162959
560085O00,1427 MIDLAND ST ,18400,15162968
560085P00,1429 MIDLAND ST ,18400,15162969
560085K00,1419 MIDLAND ST ,18400,15162976
560085M00,1423 MIDLAND ST ,18400,15162979
290266047,133 ELLIOTT AVE ,435400,15163229
200269400,151 LONGWOOD DR ,23900,15163441
200269300,153 LONGWOOD DR ,23900,15163442
200269200,155 LONGWOOD DR ,23900,15163443
560085L00,1421 MIDLAND ST ,18400,15162977
560085N00,1425 MIDLAND ST ,18400,15162978
110555000,0 UNKNOWN ,0,15163020
21A131300,103 LONGWOOD DR D,251400,15163322
560085100,1412 CARLTON AVE ,1100,15162921
5600851A0,0 MIDLAND ST ,1100,15162923
560085W00,0 CARLTON AVE ,25700,15162973
21A097000,212 HARRIS RD ,176100,15163327
310007000,805 PRESTON AVE ,1816800,15163301
22B163001,546 CLEVELAND AVE A,26300,15163158
22B163000,546 CLEVELAND AVE B,26000,15163159
6002522N0,357 QUARRY RD ,280300,15163116
0700022L0,2023 IVY RD ,790500,15162987
070002200,2023 IVY RD ,216100,15162988
110097000,514 BRANDON AVE ,790700,15163330
100063001,1200-02 W MAIN ST ,712500,15163344
6002522K0,337 QUARRY RD ,275300,15163134
160109000,100 CARROLLTON TER ,484500,15163108
590084000,603 DRUID AVE ,159900,15163102
590083000,1201 6TH ST SE ,149800,15163101
170018000,209 MAURY AVE ,993950,15162925
170018400, STADIUM RD ,67300,15162926
170018500, STADIUM RD ,67300,15162927
170018600, STADIUM RD ,70100,15162928
170022001,2317 PRICE AVE A&B,542100,15163022
170022000,2315 PRICE AVE A&B,542100,15163023
570145B00,213 SPRUCE ST ,297900,15163184
120001000,301 EMMET ST S ,986400,15163364
530054000,414 E MARKET ST ,1669520,15163343
210092300,107-B HAMMOND ST ,146200,15162936
610094C00,806 NASSAU ST ,153000,15163104
21A131200,103 LONGWOOD DR E,253000,15163321
21A054000,113 HARRIS RD ,199900,15163200
21A131400,103 LONGWOOD DR C,251600,15163323
070555000,0 UNKNOWN ,0,15162996
6002522W0,329 QUARRY RD ,280400,15163125
40B004100,1228-30 CEDARS CT ,4361300,15163050
22B336000,1041 5TH ST SW ,117700,15163151
6002522U0,333 QUARRY RD ,280400,15163123
260001000,214 LANKFORD AVE ,559875,15163053
210133100,1651 MULBERRY AVE ,413300,15162943
410063000,1733 DAIRY RD ,690492,15162929
410063100, DAIRY RD ,103900,15162930
210133000,1655 MULBERRY AVE ,224800,15162942
490130000,1009 COLEMAN ST ,213260,15163369
490130001, ST GEORGE AVE ,0,15163372
25A183000,143 BROOKWOOD DR ,244400,15163142
25A196000,1044 5TH ST SW ,213600,15163138
490007100,1028 LOCUST AVE ,674300,15162938
040137100,413 12TH ST NW ,253000,15163365
250068130,124 BURNET WAY ,668300,15163093
200025000,112 OAK LAWN CT ,105000,15163042
200025002,120 OAK LAWN CT ,110000,15163044
200063000,123 PORTER AVE ,100000,15163162
200063001,127 PORTER AVE ,100000,15163163
200019000,105 OAK LAWN DR ,16100,15163336
200019002,109 OAK LAWN DR ,0,15163337
040137000,415 12TH ST NW ,233600,15163366
290266005,117 ELLIOTT AVE ,223200,15162945
170073000,2210 FONTAINE AVE ,928200,15163378
170074000,2208 FONTAINE AVE ,853593,15163379
290266003,121 ELLIOTT AVE ,223200,15162947
290266006,115 ELLIOTT AVE ,239700,15162944
290266001,125 ELLIOTT AVE ,239700,15162949
22B179000,474-506 CLEVELAND AVE ,595000,15163092
6002522O0,355 QUARRY RD ,280300,15163117
570123021,149 JUNCTION LN ,0,15163381
570123020,147 JUNCTION LN ,0,15163382
570123019,145 JUNCTION LN ,0,15163383
570123018,143 JUNCTION LN ,0,15163384
570123000,0 JUNCTION LN ,519300,15163421
570123027,146 JUNCTION LN ,0,15163415
570123016,139 JUNCTION LN ,0,15163386
570123015,137 JUNCTION LN ,0,15163387
570123014,135 JUNCTION LN ,0,15163388
570123013,133 JUNCTION LN ,0,15163389
570123012,131 JUNCTION LN ,0,15163390
570123010,127 JUNCTION LN ,0,15163392
570123009,125 JUNCTION LN ,0,15163393
570123008,123 JUNCTION LN ,0,15163394
570123007,121 JUNCTION LN ,0,15163395
570123006,117 JUNCTION LN ,0,15163396
570123017,141 JUNCTION LN ,0,15163385
570123004,113 JUNCTION LN ,0,15163398
570123003,111 JUNCTION LN ,0,15163399
570123002,109 JUNCTION LN ,0,15163400
570123001,107 JUNCTION LN ,0,15163401
570123040,120 JUNCTION LN ,0,15163402
570123011,129 JUNCTION LN ,0,15163391
570123038,124 JUNCTION LN ,0,15163404
570123037,126 JUNCTION LN ,0,15163405
570123036,128 JUNCTION LN ,0,15163406
570123035,130 JUNCTION LN ,0,15163407
570123034,132 JUNCTION LN ,0,15163408
570123005,115 JUNCTION LN ,0,15163397
570123032,136 JUNCTION LN ,0,15163410
570123031,138 JUNCTION LN ,0,15163411
570123030,140 JUNCTION LN ,0,15163412
570123029,142 JUNCTION LN ,0,15163413
570123028,144 JUNCTION LN ,0,15163414
570123039,122 JUNCTION LN ,0,15163403
570123026,148 JUNCTION LN ,0,15163416
570123025,150 JUNCTION LN ,0,15163417
570123024,152 JUNCTION LN ,0,15163418
570123023,154 JUNCTION LN ,0,15163419
570123022,156 JUNCTION LN ,0,15163420
570123033,134 JUNCTION LN ,0,15163409
290266035,103 ALMERE AVE ,462900,15163219
290266002,123 ELLIOTT AVE ,223200,15162948
290266004,119 ELLIOTT AVE ,223200,15162946
610094D00,808 NASSAU ST ,162000,15163107
610094B00,0 NASSAU ST ,32900,15163105
610094000,802 NASSAU ST ,134100,15163106
21A100000, NAYLOR ST ,100000,15163164
21A100002,2611 NAYLOR ST ,95000,15163166
21A100003,2615 NAYLOR ST ,95000,15163167
21A100004,2619 NAYLOR ST ,95000,15163168
